row,TIC,split,sector,camera,ccd,detector_x,detector_y
1127,261236069,train,1,4,2,1893.081079534776,170.9538678807443
1131,261206566,train,1,4,2,1929.8770170831442,128.11081943795367
1133,261206573,train,1,4,2,1929.141104005938,123.32207315871196
1134,261206563,train,1,4,2,1924.5058783698946,126.38083572393387
1139,261206551,train,1,4,2,1920.650402236,131.34608543507653
1144,261204146,train,1,4,2,1913.4829119531664,121.53345885936912
1146,261204136,train,1,4,2,1905.726776355055,121.9884873705145
1147,261206547,train,1,4,2,1912.555313810767,128.4443828012108
1152,261206542,train,1,4,2,1918.1578812580099,137.7958694527803
1155,261206539,train,1,4,2,1910.6210399794122,133.6612533487944
1156,261206528,train,1,4,2,1909.8584700801377,140.4218090231673
1158,261206530,train,1,4,2,1913.8790094817116,144.48090727164572
1160,261236138,train,1,4,2,1911.263886027745,147.2775496903215
1162,261206534,train,1,4,2,1908.3691965289263,135.5637662105605
1163,261206526,train,1,4,2,1903.5364637467683,134.5061781563738
1164,261204107,train,1,4,2,1900.6845191067787,136.60887837175673
1172,261156262,train,1,4,2,1894.263770826992,118.81039691763814
1174,261156257,train,1,4,2,1891.429222156547,119.33211821058451
1177,261204111,train,1,4,2,1892.1350979711763,125.97504452734442
1178,261204102,train,1,4,2,1891.1083727302766,127.86743151891426
1179,261156251,train,1,4,2,1883.7750427365174,115.85979717398395
1181,392025793,train,1,4,2,1882.7241337884545,111.96413524759897
1182,392025792,train,1,4,2,1882.5434306065515,112.31155905042127
1185,261156244,train,1,4,2,1879.1618226113658,117.13993857757735
1186,261156236,train,1,4,2,1880.2646105505603,125.49429778267886
1187,261156227,train,1,4,2,1875.2830963008385,124.50635249838315
1191,261204084,train,1,4,2,1884.5117478281927,132.78182517721856
1196,261156216,train,1,4,2,1875.7576429398823,134.83747805038107
1197,261156224,train,1,4,2,1875.481010238898,128.17452241832018
1200,261156207,train,1,4,2,1867.8221204937583,130.88614099616646
1209,261206521,train,1,4,2,1908.3432648496375,148.22104721527936
1210,261206511,train,1,4,2,1905.777206048728,151.42639077486893
1211,261236119,train,1,4,2,1905.1163813797743,152.37330262422688
1213,261206507,train,1,4,2,1900.698287664923,149.31806078532546
1214,261206500,train,1,4,2,1896.03493775229,149.58780479872163
1216,261206503,train,1,4,2,1902.4148411884012,154.78066515233
1217,261236102,train,1,4,2,1900.467724991635,159.51842883345032
1219,261206486,train,1,4,2,1895.0169024841878,158.91060326603346
1222,261206479,train,1,4,2,1888.281717661266,158.71695528089634
1223,261206492,train,1,4,2,1889.1128312952915,148.09389616186596
1224,261204077,train,1,4,2,1888.2614712487173,145.22610857774177
1225,261204070,train,1,4,2,1882.3650866784492,145.0415141298535
1227,261204065,train,1,4,2,1883.1961553944284,150.7511795569016
1229,261204060,train,1,4,2,1881.5856800954746,152.12336684723007
1231,261206472,train,1,4,2,1884.921427589707,162.60236602687806
1232,261206465,train,1,4,2,1882.0314111037587,165.12314879705627
1234,261206452,train,1,4,2,1881.1965234831393,172.5431102395549
1235,261206449,train,1,4,2,1879.7076097564773,172.15524073544253
1237,261206471,train,1,4,2,1880.664260195596,158.68908725537239
1239,261204033,train,1,4,2,1875.2100200338791,159.6286344347471
1241,261206459,train,1,4,2,1873.79396856624,161.28943004812228
1243,261206450,train,1,4,2,1871.9920984672235,162.9330035911953
1246,261206443,train,1,4,2,1873.2810481795457,168.93386588316682
1247,261206428,train,1,4,2,1865.3428691495185,168.85121164989437
1248,261204019,train,1,4,2,1863.2474120780862,163.91096728884875
1250,261204011,train,1,4,2,1863.0449065149471,168.30166331448902
1251,261204062,train,1,4,2,1875.7679129742392,143.49627727214718
1254,261204058,train,1,4,2,1875.8039321538324,146.78169711149894
1255,261204055,train,1,4,2,1873.945828457684,145.8248043027235
1258,261204048,train,1,4,2,1873.0602314553248,149.6850807202617
1259,261204037,train,1,4,2,1868.2530464604574,149.7730468789489
1260,261156167,train,1,4,2,1856.7803779978171,150.476892149494
1262,261156170,train,1,4,2,1854.1917874011215,142.8913875179058
1263,261156169,train,1,4,2,1856.6128382349573,146.96641749364304
1266,261204023,train,1,4,2,1859.4500967148144,156.89174221351908
1268,261204022,train,1,4,2,1860.044897144816,158.7842772311679
1269,261204013,train,1,4,2,1855.8964725439064,158.2879898064386
1271,261204006,train,1,4,2,1854.8017553954855,162.3629018411018
1276,261204000,train,1,4,2,1850.3085292121148,164.63501539612528
1277,261156130,train,1,4,2,1848.6698937728481,162.17901046952832
1279,261156152,train,1,4,2,1849.3876066684516,151.3164500096827
1280,261156135,train,1,4,2,1846.306290379087,156.4396944403642
1282,261156137,train,1,4,2,1845.6599986694932,154.21191269132393
1283,261156142,train,1,4,2,1846.9060960501336,153.88806697067585
1286,261156134,train,1,4,2,1841.2260937890308,151.1893149984885
1289,392025690,train,1,4,2,1838.20227993677,151.81561476286512
1293,261156118,train,1,4,2,1836.4748600798357,154.78897728635792
1295,261156111,train,1,4,2,1836.8955739992273,159.11122093500006
1298,392025890,train,1,4,2,1924.6476795415906,62.633002141323125
1299,392013348,train,1,4,2,1914.8633560192359,59.415508175052615
1300,392025878,train,1,4,2,1922.1039943369221,66.05749609683966
1303,392013333,train,1,4,2,1909.5325718663357,68.50768757042233
1304,392013345,train,1,4,2,1909.154163568307,54.46705510636436
1305,392013341,train,1,4,2,1908.551355317577,59.334484453706885
1307,261139750,train,1,4,2,1905.7490033964423,54.15987023788747
1308,261139746,train,1,4,2,1904.0074013510355,56.15417439357247
1310,392013328,train,1,4,2,1897.397911947488,64.23101174077576
1313,392025859,train,1,4,2,1911.5904208842846,71.79078556494287
1325,261137346,train,1,4,2,1887.6810193989022,49.680417902098824
1326,261137332,train,1,4,2,1882.1871882522094,53.66635804031595
1328,261139728,train,1,4,2,1891.7530305150428,57.89727929248606
1329,261139726,train,1,4,2,1888.131059754518,56.73267325940422
1332,261139710,train,1,4,2,1886.6932085610424,63.558872827836616
1333,261139716,train,1,4,2,1885.676728881132,58.506772989255246
1337,261139707,train,1,4,2,1880.279359140246,59.13256586500705
1338,261137334,train,1,4,2,1879.3059348873655,49.42992950606468
1339,261137328,train,1,4,2,1881.067621061835,54.10888509364324
1340,261137322,train,1,4,2,1873.185952163722,50.13918627849915
1341,261137319,train,1,4,2,1872.7286868627514,51.219008159873376
1345,261137306,train,1,4,2,1863.389696863547,54.3502165715234
1346,724120058,train,1,4,2,1876.7047275037892,67.85295492750096
1347,261139703,train,1,4,2,1880.6818095122705,63.38536531597893
1348,261139695,train,1,4,2,1874.9648022259723,68.86739703768419
1350,261139693,train,1,4,2,1874.7315655880889,69.89047396332421
1352,261139684,train,1,4,2,1873.6202226495082,76.25093563377325
1356,261137307,train,1,4,2,1867.9416338090607,60.006221437867865
1360,261137291,train,1,4,2,1862.0391473661437,68.04279602473497
1363,392025828,train,1,4,2,1895.9785739608155,86.8452562451241
1364,392025827,train,1,4,2,1893.837414175577,89.50871627413001
1365,392013297,train,1,4,2,1891.888208249665,83.99167506155884
1367,392025816,train,1,4,2,1889.5030027220828,94.55794179485221
1370,392025814,train,1,4,2,1886.6872947040888,92.81489123795834
1372,392013292,train,1,4,2,1883.920980372442,80.3132313181746
1374,392013276,train,1,4,2,1878.1267113815802,85.09282279087526
1379,392013277,train,1,4,2,1880.0549063535211,86.98006002280651
1383,261139673,train,1,4,2,1869.9201276193578,84.78088132277266
1385,392025811,train,1,4,2,1889.1454544520743,99.86584277847041
1386,392025804,train,1,4,2,1882.1737914270686,100.07541713294043
1390,392025799,train,1,4,2,1877.0130945875517,102.32953401815547
1392,392013245,train,1,4,2,1864.1667963500743,98.45132778281966
1397,392013250,train,1,4,2,1861.9414233033617,93.97829299510218
1399,392013232,train,1,4,2,1856.7094540948754,102.27228357836464
1404,261139663,train,1,4,2,1865.322373409735,84.73630113408505
1405,261139655,train,1,4,2,1862.5372511338574,89.8466701384805
1407,261139658,train,1,4,2,1859.2634804387562,84.17916694130338
1409,261137263,train,1,4,2,1849.475781992762,76.75600578593296
1412,261137269,train,1,4,2,1850.4676259705375,74.7497918604376
1413,261139652,train,1,4,2,1851.948105114766,81.91810844812552
1415,261139640,train,1,4,2,1853.4155444627484,92.82216124639454
1416,261139643,train,1,4,2,1850.9106891446866,88.39585527894415
1419,261139636,train,1,4,2,1851.497060982122,91.76686957997117
1420,261139623,train,1,4,2,1844.1256443022935,90.72015831923794
1424,261139628,train,1,4,2,1844.921115065996,88.46885043569583
1429,261137233,train,1,4,2,1833.2100825225154,87.20075647103795
1436,261108743,train,1,4,2,1858.3921413953663,44.25066892537351
1440,261108738,train,1,4,2,1860.6753181762692,50.493968658412044
1441,261108731,train,1,4,2,1857.1832047863277,51.821002125863174
1442,261108725,train,1,4,2,1853.5201717069922,48.057376441223184
1443,261108732,train,1,4,2,1855.098630008096,48.07742939774586
1444,261108717,train,1,4,2,1849.503471710684,53.18703309772674
1445,261106420,train,1,4,2,1855.9839994536978,39.746121072355784
1446,261108741,train,1,4,2,1856.3397397617307,42.00906778522671
1447,261106410,train,1,4,2,1852.6031884261956,39.37738385859193
1450,261106400,train,1,4,2,1849.3600887881746,43.86762394170439
1452,261106385,train,1,4,2,1839.0049462977274,48.72822284532671
1453,261137293,train,1,4,2,1856.983532233875,59.23152921350641
1456,261108710,train,1,4,2,1847.3208134721924,61.51085179445651
1460,261106382,train,1,4,2,1836.8785583997114,52.90488392061687
1461,261108704,train,1,4,2,1840.4732535010303,56.78080611288054
1467,261108692,train,1,4,2,1835.800211442668,62.55443237083703
1469,261106365,train,1,4,2,1827.1082562916117,56.70119221242322
1470,261091736,train,1,4,2,1828.3982761966886,35.25166988988172
1471,261091730,train,1,4,2,1828.857633341859,38.62673135798333
1472,261091732,train,1,4,2,1831.1312862217153,40.213941482638155
1474,261091735,train,1,4,2,1829.0822435728373,36.98500873446161
1475,261091731,train,1,4,2,1831.3478278242017,41.44854987624381
1476,261106377,train,1,4,2,1830.4241673900747,45.752162466619204
1477,261091723,train,1,4,2,1828.4745709794186,40.95143253662169
1479,261091712,train,1,4,2,1824.482586548772,43.45937919095368
1480,261091710,train,1,4,2,1823.522997237431,43.407060799922405
1482,261091722,train,1,4,2,1823.0224211820616,33.904439858396486
1485,261089286,train,1,4,2,1815.782305282101,34.27284744114133
1488,261091697,train,1,4,2,1814.399905495782,39.798689154646596
1494,261091684,train,1,4,2,1815.8011442835655,51.66147730280287
1495,261106358,train,1,4,2,1822.393365798961,56.636391336890746
1499,261106345,train,1,4,2,1816.4215616931938,58.776477332938946
1502,261091672,train,1,4,2,1810.8313988237144,54.095358278689744
1506,261091649,train,1,4,2,1795.4304280208842,52.65971321006187
1513,261108676,train,1,4,2,1831.0028650459462,71.90870701931848
1519,261108665,train,1,4,2,1828.1447329676025,75.58392712712842
1522,261108673,train,1,4,2,1825.6296000446623,69.12629216202026
1523,261106349,train,1,4,2,1823.2792221810337,64.87843524668615
1524,261108658,train,1,4,2,1821.7477596745066,74.25901105935273
1528,261106323,train,1,4,2,1808.3303052677995,72.56744781316795
1530,261137236,train,1,4,2,1833.235732443751,82.8623902414179
1531,261108648,train,1,4,2,1822.3447993407663,85.17357550084338
1541,261108623,train,1,4,2,1809.2551172033698,84.16063288087582
1543,261106301,train,1,4,2,1800.9456817427638,82.20298392026064
1547,261106331,train,1,4,2,1808.1283935554623,62.79497074521242
1551,261106314,train,1,4,2,1804.8222202085033,73.72705928032248
1553,261106309,train,1,4,2,1800.6164792748737,72.04651785098687
1556,261091621,train,1,4,2,1793.864229533478,69.9075725692362
1560,261091643,train,1,4,2,1799.3141816736936,61.65592127939231
1561,724121099,train,1,4,2,1793.0094626852745,55.31920288739983
1562,261091635,train,1,4,2,1790.898174106567,55.79030011095887
1563,261091632,train,1,4,2,1789.7718668151567,56.043953558604144
1564,261091620,train,1,4,2,1787.4749651898023,61.3675226890284
1566,261091611,train,1,4,2,1781.4944312429848,63.955851525979746
1569,261091614,train,1,4,2,1790.40043009309,73.51135832017017
1571,261106275,train,1,4,2,1786.0090144431754,82.39353003675869
1573,261091594,train,1,4,2,1777.6223265001372,72.13868093096632
1574,261091593,train,1,4,2,1777.5641193293711,74.02819180363825
1577,261091584,train,1,4,2,1774.9723162877694,77.43006425925851
1583,392013228,train,1,4,2,1856.8225691891878,108.14495100143183
1584,392013225,train,1,4,2,1852.6320260349169,108.27073496091772
1585,392013224,train,1,4,2,1856.7351943155234,113.50230011430821
1587,392013214,train,1,4,2,1852.587380160887,112.59386770662893
1590,392013198,train,1,4,2,1840.096570244363,113.38631312025997
1591,392025758,train,1,4,2,1860.756329463473,122.2121824800787
1595,392025751,train,1,4,2,1855.8528447046185,121.33647608499744
1596,392013203,train,1,4,2,1851.127439341852,121.51522576573676
1598,392025739,train,1,4,2,1855.6536815713964,129.27442249069682
1599,392025734,train,1,4,2,1850.7034992272104,128.74346068620258
1601,392013199,train,1,4,2,1846.1132442930566,119.29236923725452
1609,392013182,train,1,4,2,1838.455696842491,127.28275553403869
1615,261139617,train,1,4,2,1845.5294710598455,104.514567372356
1616,261139614,train,1,4,2,1843.523064971375,106.22152765213805
1617,261139606,train,1,4,2,1839.919533984347,105.69501706262227
1619,261139613,train,1,4,2,1838.4057330982196,100.52276127033885
1624,261139592,train,1,4,2,1829.975320471528,104.50238902444437
1627,261139587,train,1,4,2,1826.8789486016371,106.1298348310174
1630,261137193,train,1,4,2,1814.4137807688908,104.09906318730503
1631,261139574,train,1,4,2,1828.732402742006,119.6402460446587
1632,261139576,train,1,4,2,1827.3573433123893,117.13953951499549
1636,261139567,train,1,4,2,1820.9768768219994,117.86421443946695
1637,261139563,train,1,4,2,1818.9404562416114,117.46017897243061
1638,261139569,train,1,4,2,1824.2176833571718,121.08052922128793
1639,261139556,train,1,4,2,1821.579748305048,125.18549876926572
1642,261139557,train,1,4,2,1814.924139324671,116.14749512626092
1646,261139535,train,1,4,2,1804.5898822136505,122.67091632987427
1648,392025721,train,1,4,2,1846.7109326922914,138.30615704725815
1649,392025714,train,1,4,2,1845.8752137080032,140.18621527265788
1653,392025709,train,1,4,2,1839.5968438255231,138.5697185882418
1654,392025710,train,1,4,2,1839.6737408319498,138.00307226563666
1656,392025699,train,1,4,2,1839.375646597924,146.96059453176005
1657,392025700,train,1,4,2,1837.700227160074,144.30370754142857
1659,392013173,train,1,4,2,1836.2007823036563,134.24453132956316
1660,392013164,train,1,4,2,1832.133446453228,137.44196246203322
1661,392013166,train,1,4,2,1828.1502483959173,131.06857024151657
1663,392013158,train,1,4,2,1827.5220612001485,140.38504086449677
1666,392013147,train,1,4,2,1821.5970790642232,138.39979101149018
1668,392013131,train,1,4,2,1816.06897409338,141.10788344825613
1672,392025683,train,1,4,2,1833.9756327612793,150.91571442468677
1677,392025673,train,1,4,2,1823.996697259756,150.9220752154507
1678,392025675,train,1,4,2,1824.2985059729742,147.95111718792236
1681,392025663,train,1,4,2,1824.9339673195573,158.92365131842533
1688,392013110,train,1,4,2,1807.9274246903778,152.73617619494922
1689,392013106,train,1,4,2,1806.1295062295849,153.32429535870745
1692,724121845,train,1,4,2,1799.836433191107,153.100123650816
1693,392013152,train,1,4,2,1818.4794636161482,133.49771463199926
1700,392013126,train,1,4,2,1810.8502169469064,139.29550539001048
1703,261139505,train,1,4,2,1799.4055417465654,135.2319126973024
1704,261139532,train,1,4,2,1802.2441863978142,123.82825199731137
1708,261137151,train,1,4,2,1795.4752255401627,120.66211295594083
1717,261139497,train,1,4,2,1791.0465370190154,132.6405843318492
1718,392013118,train,1,4,2,1807.5792037805759,141.02524188668346
1721,261139488,train,1,4,2,1792.4566068085364,143.03740514925275
1722,261139493,train,1,4,2,1791.7882401271588,136.19622692779976
1731,724122057,train,1,4,2,1809.6328627211255,99.92349885188003
1732,261108611,train,1,4,2,1808.2491571878093,93.94044706302459
1733,261108600,train,1,4,2,1803.7016854860676,97.52202580655877
1736,261108589,train,1,4,2,1798.1513613548234,103.31881352876756
1738,261106276,train,1,4,2,1791.8290054874126,89.48047164754882
1741,261106280,train,1,4,2,1796.1286531560388,92.58671748188472
1744,261108581,train,1,4,2,1790.9438999646602,101.64427291584104
1746,261106260,train,1,4,2,1781.8562516728248,99.45180043750901
1748,261137167,train,1,4,2,1801.2241317887292,107.71324380254272
1756,261137152,train,1,4,2,1791.0927510948904,114.01874235775551
1761,261106254,train,1,4,2,1780.2333852594509,100.47796007899754
1762,261108568,train,1,4,2,1780.8752022283454,101.239349434829
1764,261108556,train,1,4,2,1779.8865215687124,104.38975805544639
1765,261108546,train,1,4,2,1781.9721874196248,111.61160736810862
1770,261106270,train,1,4,2,1780.6994423541323,86.89268041963459
1774,261106240,train,1,4,2,1768.7403252398476,96.24826110406791
1775,261091564,train,1,4,2,1767.3281314277804,87.08248603772044
1776,261091566,train,1,4,2,1769.1069907586643,87.92623212919982
1781,261106231,train,1,4,2,1768.3221686718086,103.00621834725372
1785,261106213,train,1,4,2,1759.781646861248,108.15207967928251
1787,261106212,train,1,4,2,1760.1461682408756,108.89225457569978
1789,724122387,train,1,4,2,1757.4875100481916,108.194480488675
1793,261091544,train,1,4,2,1756.586358535935,97.43927780841584
1794,261091539,train,1,4,2,1754.5422262906097,100.61788905262712
1795,261091538,train,1,4,2,1748.8362704222902,95.53514078742865
1799,261091533,train,1,4,2,1751.8848591620226,102.60102480049862
1801,261106195,train,1,4,2,1753.8899715959149,106.94942414498547
1809,261108541,train,1,4,2,1781.2532234997018,116.98594134194731
1811,261108529,train,1,4,2,1777.341476030175,122.87531051084098
1822,261108524,train,1,4,2,1766.851904295985,113.02450265076749
1826,261108520,train,1,4,2,1765.941742874652,116.65859088803947
1827,261108513,train,1,4,2,1767.4498976467034,122.09263419770404
1832,261137094,train,1,4,2,1780.5136308757435,134.2108394567496
1833,261137091,train,1,4,2,1776.3842377854933,132.4786156329447
1836,261137067,train,1,4,2,1764.547146692004,141.06692592112745
1837,261137053,train,1,4,2,1758.322162610884,141.2793956284853
1838,261108497,train,1,4,2,1764.6546153332004,133.04007915377787
1841,261108474,train,1,4,2,1752.6485141223573,133.83370512810416
1842,261108470,train,1,4,2,1750.517375664917,135.3023847862189
1845,261106210,train,1,4,2,1761.001336107951,111.06737106773863
1846,261106200,train,1,4,2,1760.8263480213552,114.00576073964805
1847,261106199,train,1,4,2,1757.6715756748242,109.8457637934899
1848,261106194,train,1,4,2,1756.6074552372086,112.51968829932906
1850,261106173,train,1,4,2,1750.8107480055983,115.61596386086961
1851,261106187,train,1,4,2,1758.2328702237232,118.44153659135841
1854,261106177,train,1,4,2,1748.255535006224,110.43746078128811
1855,261091518,train,1,4,2,1742.5709865681092,106.18036606619816
1857,261091503,train,1,4,2,1735.5402909707873,111.06913598582551
1860,261108473,train,1,4,2,1748.1869049493414,128.15819754814746
1861,261106141,train,1,4,2,1744.0945155825068,128.97799801411617
1865,261108459,train,1,4,2,1742.197202310483,134.73898247937933
1869,261106126,train,1,4,2,1732.0478217029702,126.03244359079795
1872,261091471,train,1,4,2,1725.745769075408,121.19207743666792
1873,261106123,train,1,4,2,1731.6158813136701,127.07468561329303
1874,261106121,train,1,4,2,1729.3272618859655,127.35060584328457
1876,261106114,train,1,4,2,1723.7181585607543,127.09521488407769
1879,261259854,train,1,4,2,1946.1474343860323,188.49651285741348
1881,261259845,train,1,4,2,1939.6893862630404,188.35619663974796
1884,261259836,train,1,4,2,1936.4223615114367,193.82274196659424
1886,261259838,train,1,4,2,1938.3576013820511,194.21944709737033
1887,261259833,train,1,4,2,1936.7669679102498,196.38323363998796
1888,261259822,train,1,4,2,1930.6471371102193,195.92795756703674
1892,261257223,train,1,4,2,1926.931830832101,191.05367000795917
1895,261257235,train,1,4,2,1928.0560298559262,186.5559484284842
1896,261257221,train,1,4,2,1923.9027322928268,188.42518576624366
1900,261257215,train,1,4,2,1923.22249498759,191.88135403285855
1902,261257204,train,1,4,2,1913.6915841452917,189.61772058627227
1903,261257206,train,1,4,2,1915.9707587883904,191.02575132834687
1904,261257202,train,1,4,2,1912.4051013107883,188.3265707034643
1907,261257194,train,1,4,2,1911.8177896049008,192.6887355542656
1908,261259819,train,1,4,2,1931.7742464080843,200.2585390769911
1909,261259815,train,1,4,2,1927.885875489135,198.88538519611433
1914,261259802,train,1,4,2,1926.7847899762937,205.61212992182192
1915,261259773,train,1,4,2,1913.6218924952714,209.54779371610118
1918,261257186,train,1,4,2,1910.4502456802936,197.85297709648617
1919,261257187,train,1,4,2,1911.8653183400768,198.39777176365558
1920,261257185,train,1,4,2,1910.6057891256592,198.84321914784948
1926,261257162,train,1,4,2,1901.5398425184244,206.2922994338713
1928,261257165,train,1,4,2,1899.5178514704176,202.04535714357138
1930,261238733,train,1,4,2,1907.936111127217,186.11255765962414
1932,261238745,train,1,4,2,1908.8029121794807,180.1457893753638
1934,261238728,train,1,4,2,1904.1051621956956,183.72569357252146
1939,261238720,train,1,4,2,1898.0835590805718,184.48871531349624
1940,261238710,train,1,4,2,1895.0265960910158,186.76550343185073
1942,261238723,train,1,4,2,1897.7067994381814,181.82891291440885
1946,261236044,train,1,4,2,1883.2584384382637,181.36500565137698
1947,261238709,train,1,4,2,1901.0580100383079,194.36379862648914
1948,261238707,train,1,4,2,1893.4866632367127,192.15261668602608
1950,261238695,train,1,4,2,1888.2741501511462,196.4961615704368
1954,261238687,train,1,4,2,1888.724610056197,203.51921899673187
1955,261238691,train,1,4,2,1888.288024411366,199.898767499666
1957,261238680,train,1,4,2,1881.6281029914571,199.10247987381072
1958,261238681,train,1,4,2,1882.3133717632004,199.79686102006983
1964,261238673,train,1,4,2,1879.0806392028048,198.51049028377497
1965,261236014,train,1,4,2,1876.1277490303764,196.38671785648066
1969,261259775,train,1,4,2,1918.7295381633467,213.86821019559315
1971,261259765,train,1,4,2,1912.444812542867,211.581667945498
1976,261259740,train,1,4,2,1901.5388703676774,222.2086431136726
1980,261257157,train,1,4,2,1899.874347648784,207.77289621600042
1983,261257150,train,1,4,2,1892.6017230734124,208.66584058600327
1985,261257132,train,1,4,2,1890.4516057146438,219.52066240548734
4,261257633,val,1,4,2,2084.047021379247,25.733490690199776
13,261236559,val,1,4,2,2070.9741363494413,2.69714942997367
24,261236522,val,1,4,2,2065.750388710865,22.912803149885256
28,261236529,val,1,4,2,2061.9102971778993,13.207875755948344
35,261236515,val,1,4,2,2058.634205819572,18.885643664324185
38,261236512,val,1,4,2,2056.385425489136,17.537040043311922
89,261260243,val,1,4,2,2084.6309168003518,43.245799923001485
112,261260219,val,1,4,2,2079.4142373561785,57.659367397715044
166,261206832,val,1,4,2,2036.427816439916,32.489488712599496
207,261257494,val,1,4,2,2037.498654378329,82.93651855250818
222,261236416,val,1,4,2,2027.3670133070218,58.46925957320365
226,261236410,val,1,4,2,2018.4811525133719,51.30406226426202
246,261236366,val,1,4,2,2010.763742715673,72.88345503643113
291,261204361,val,1,4,2,1998.4736063485764,43.35170897764654
299,261156542,val,1,4,2,2003.195265354872,18.91871944884612
323,261156485,val,1,4,2,1976.120462938807,34.57467779232931
334,392025971,val,1,4,2,1958.8058663230956,33.678392885130606
336,261206789,val,1,4,2,2002.9590785450864,45.890370850864535
352,261206748,val,1,4,2,1988.670748559962,65.74234549283156
362,261204288,val,1,4,2,1969.8343271737176,63.838145774391094
383,261156438,val,1,4,2,1957.7269065383643,48.71135280058779
411,392013450,val,1,4,2,1958.8854947212606,14.299956873051636
424,392025983,val,1,4,2,1964.4767755352448,25.572706070879747
431,392013413,val,1,4,2,1943.005375676558,26.150951895717352
503,261137409,val,1,4,2,1910.1275463966467,26.19893920551701
506,261137401,val,1,4,2,1904.9464958909543,26.10287441769588
558,261106446,val,1,4,2,1864.086907720792,23.021231476666262
563,261108774,val,1,4,2,1870.9194434633425,32.97037692861334
632,261089291,val,1,4,2,1811.9993493392813,23.255091473488637
643,261063067,val,1,4,2,1801.879503839274,21.453104186277688
645,261063060,val,1,4,2,1798.6078775063272,21.70151585636921
675,391950148,val,1,4,2,1755.4174250198255,5.5191237584991875
682,261260116,val,1,4,2,2032.3648279153488,96.55836954597038
688,261257485,val,1,4,2,2030.5122028595536,85.02318184263561
695,261257454,val,1,4,2,2012.6730697096625,92.60465531902847
702,261260092,val,1,4,2,2021.271337656383,107.95711511223017
711,261257443,val,1,4,2,2009.766598825399,97.82393114938513
720,261239004,val,1,4,2,2005.125454664382,91.27778499811137
721,261239008,val,1,4,2,2002.7907845134068,84.77766594930048
733,261236327,val,1,4,2,1991.3576946575974,87.1848133372848
764,261257422,val,1,4,2,1999.3297899015263,110.65303216826737
786,261257395,val,1,4,2,1984.8243378203333,123.22199509452312
791,261238939,val,1,4,2,1982.6054932055117,109.81214431684282
798,261238920,val,1,4,2,1972.7991811027473,115.37582360417696
838,261206705,val,1,4,2,1971.505726585498,78.10014233094452
848,261206691,val,1,4,2,1964.2391907423785,80.31230447933547
856,261206678,val,1,4,2,1960.0342954480554,84.12753738672453
862,261204227,val,1,4,2,1941.4336910207908,90.16429590999616
895,392025867,val,1,4,2,1922.2460713170053,77.76955238354142
903,261206647,val,1,4,2,1954.446774673684,99.56677418976386
906,261206643,val,1,4,2,1954.1516641087883,101.83634926136756
907,261206646,val,1,4,2,1951.4315390962593,97.1339082789041
918,261204210,val,1,4,2,1935.3477378290245,97.0247326984636
922,261204197,val,1,4,2,1930.6291690206335,102.25382733908953
939,261204183,val,1,4,2,1923.0330116004757,106.54086404600395
994,261259955,val,1,4,2,1971.2707356626875,160.3021627421197
1004,261238843,val,1,4,2,1949.5730748154613,151.00487617501176
1099,261236132,val,1,4,2,1911.8295819325933,152.93358400614565
1102,261236127,val,1,4,2,1913.9539284528125,158.02788256390437
1111,261238766,val,1,4,2,1919.4131095131731,169.98034763197438
1125,261238736,val,1,4,2,1901.9116983818774,176.8191473250802
1126,261236076,val,1,4,2,1897.6993524348413,171.38556142728305
1132,261206576,val,1,4,2,1929.2206136486125,122.34141712322094
1135,261206558,val,1,4,2,1921.6283895965296,127.3025655865929
1230,261206475,val,1,4,2,1887.3325191483389,160.84165991221178
1264,261156162,val,1,4,2,1852.135236464122,148.70832999374522
1270,261156148,val,1,4,2,1852.908316100827,157.7455949469926
1316,392025848,val,1,4,2,1906.5472689547537,76.96802459103955
1322,261139704,val,1,4,2,1885.5423738364543,69.47778930955855
1406,261139659,val,1,4,2,1859.499431887144,83.07727161543754
1408,261137270,val,1,4,2,1852.9285662757877,75.84080390889054
1411,261137275,val,1,4,2,1850.6123470921834,72.34319477254962
1417,261139639,val,1,4,2,1849.9709975613234,89.0164853364318
1423,261139620,val,1,4,2,1843.9491995486096,94.55925977780213
1425,261139629,val,1,4,2,1845.761642047747,88.58177187555182
1465,261106371,val,1,4,2,1832.2660613671699,56.17991676311738
1478,261091716,val,1,4,2,1826.0519771929603,41.04877810191918
1515,261137242,val,1,4,2,1834.4292838355657,80.11046373319361
1559,261091652,val,1,4,2,1800.159580123,57.500458198376435
1567,261106305,val,1,4,2,1800.0903585577473,77.04634492718058
1603,392013192,val,1,4,2,1842.6400906618665,120.01081598906748
1605,392013187,val,1,4,2,1836.2438777416917,120.62907414236574
1690,392013107,val,1,4,2,1806.476948841084,153.3838573267741
1712,261139518,val,1,4,2,1800.2324302189902,129.81429133002248
1713,261139519,val,1,4,2,1801.3161971901277,130.79237369611147
1727,261137093,val,1,4,2,1782.9832888091607,137.7499346342882
1747,261137168,val,1,4,2,1804.3452077989793,109.96264603673795
1759,261108562,val,1,4,2,1782.7258060501747,106.31602177523993
1796,261106216,val,1,4,2,1757.1851072554662,101.61543286544652
1808,261137134,val,1,4,2,1784.508242795941,119.3811791905344
1849,261106183,val,1,4,2,1754.1675099772078,114.71332268102752
1858,261106146,val,1,4,2,1740.3622775416318,120.12294812599194
1880,261259844,val,1,4,2,1939.368944670673,188.321961368833
